ID Pedido,ID Cliente,ID Producto,Unidades,Fecha Pedido,Fecha Envío,Prioridad,ID Canal
PE002147,CL0070,PRO009,178,2022/02/26,2022/04/10,Baja,CA001
PE002148,CL00354,PRO005,210,2021/01/11,2021/02/21,Baja,CA001
PE002149,CL00223,PRO003,460,2020/10/10,2020/12/07,Alta,CA002
PE002150,CL00259,PRO006,916,2021/09/07,2021/10/05,Crítica,CA002
PE002151,CL00320,PRO007,756,2022/07/20,2022/09/16,Crítica,CA001
PE002152,CL00449,PRO008,566,2021/08/03,2021/08/23,Crítica,CA001
PE002153,CL00448,PRO0012,1495,2023/01/16,2023/03/13,Crítica,CA002
PE002154,CL00247,PRO005,986,2023/12/25,2024/01/05,Crítica,CA001
PE002155,CL00252,PRO007,1319,2022/06/27,2022/07/23,Crítica,CA002
PE002156,CL00385,PRO004,1008,2021/10/21,2021/11/10,Baja,CA002
PE002157,CL00389,PRO0011,1117,2022/02/09,2022/02/21,Baja,CA001
PE002158,CL00376,PRO005,1114,2022/10/01,2022/10/12,Baja,CA001
PE002159,CL00179,PRO0012,1467,2020/01/22,2020/02/06,Alta,CA002
PE002160,CL00111,PRO001,342,2022/06/10,2022/07/30,Baja,CA002
PE002161,CL00480,PRO002,1006,2022/08/27,2022/10/23,Baja,CA001
PE002162,CL00158,PRO008,674,2021/02/01,2021/03/18,Media,CA002
PE002163,CL00310,PRO001,779,2023/10/26,2023/11/15,Media,CA001
PE002164,CL00366,PRO002,167,2020/10/14,2020/11/18,Crítica,CA001
PE002165,CL003,PRO004,1032,2023/10/18,2023/12/12,Alta,CA002
PE002166,CL00441,PRO0010,285,2021/03/27,2021/05/20,Alta,CA001
PE002167,CL00133,PRO001,337,2021/11/06,2021/12/30,Baja,CA002
PE002168,CL00330,PRO004,286,2023/01/02,2023/02/02,Media,CA001
PE002169,CL0049,PRO001,1408,2023/12/10,2024/01/15,Crítica,CA002
PE002170,CL00379,PRO001,978,2023/01/24,2023/02/23,Baja,CA002
PE002171,CL00251,PRO004,801,2022/07/02,2022/08/02,Baja,CA001
PE002172,CL0079,PRO0010,309,2022/07/07,2022/07/26,Crítica,CA002
PE002173,CL00126,PRO009,446,2020/09/26,2020/11/05,Alta,CA002
PE002174,CL00247,PRO004,954,2022/05/09,2022/05/15,Crítica,CA001
PE002175,CL00222,PRO009,1122,2023/10/10,2023/10/24,Alta,CA002
PE002176,CL00375,PRO0011,1199,2021/12/15,2021/12/22,Crítica,CA001
PE002177,CL00270,PRO006,295,2020/01/10,2020/03/02,Baja,CA001
PE002178,CL00237,PRO002,469,2022/12/09,2022/12/30,Alta,CA001
PE002179,CL00243,PRO002,1460,2022/09/07,2022/09/15,Baja,CA002
PE002180,CL0057,PRO007,1485,2023/03/01,2023/04/19,Baja,CA002
PE002181,CL0053,PRO0010,173,2021/05/05,2021/06/23,Media,CA001
PE002182,CL00136,PRO002,946,2020/08/19,2020/10/08,Media,CA001
PE002183,CL00362,PRO002,393,2021/02/13,2021/04/02,Media,CA001
PE002184,CL0050,PRO0011,1236,2021/01/20,2021/03/05,Media,CA002
PE002185,CL00433,PRO0010,888,2021/12/13,2021/12/31,Crítica,CA001
PE002186,CL00463,PRO003,711,2021/07/06,2021/07/31,Baja,CA001
PE002187,CL00357,PRO003,492,2020/07/27,2020/08/02,Crítica,CA001
PE002188,CL00274,PRO006,853,2021/03/04,2021/04/18,Crítica,CA001
PE002189,CL00244,PRO005,1340,2020/12/06,2021/01/05,Alta,CA001
PE002190,CL00396,PRO001,165,2021/10/12,2021/10/30,Crítica,CA001
PE002191,CL0060,PRO0010,787,2021/07/11,2021/08/10,Alta,CA002
PE002192,CL00233,PRO002,1345,2020/07/12,2020/07/19,Alta,CA001
PE002193,CL00254,PRO001,521,2021/01/02,2021/02/24,Media,CA001
PE002194,CL00300,PRO008,1311,2023/01/13,2023/03/09,Alta,CA002
PE002195,CL0041,PRO0010,1128,2021/11/21,2021/12/17,Crítica,CA001
PE002196,CL00309,PRO002,282,2020/11/16,2021/01/12,Crítica,CA002
PE002197,CL00359,PRO001,1413,2023/09/10,2023/09/28,Crítica,CA002
PE002198,CL00351,PRO006,210,2023/06/15,2023/08/16,Crítica,CA002
PE002199,CL0015,PRO002,515,2023/03/12,2023/04/11,Media,CA001
PE002200,CL00116,PRO004,1294,2023/04/11,2023/05/20,Alta,CA002
PE002201,CL00250,PRO008,1369,2021/05/01,2021/07/01,Alta,CA001
PE002202,CL00208,PRO008,700,2020/09/19,2020/10/22,Baja,CA001
PE002203,CL0032,PRO003,815,2022/09/23,2022/10/17,Alta,CA001
PE002204,CL00328,PRO004,1437,2022/10/03,2022/11/07,Media,CA001
PE002205,CL00382,PRO009,569,2022/04/08,2022/06/10,Baja,CA001
PE002206,CL00397,PRO005,1420,2021/03/28,2021/04/26,Alta,CA001
PE002207,CL0094,PRO0012,1142,2023/10/13,2023/10/18,Baja,CA002
PE002208,CL0013,PRO008,694,2022/02/15,2022/02/28,Media,CA001
PE002209,CL00375,PRO004,278,2023/09/23,2023/10/23,Media,CA002
PE002210,CL00257,PRO001,236,2022/04/28,2022/05/10,Crítica,CA001
PE002211,CL0069,PRO001,164,2022/03/14,2022/03/20,Crítica,CA001
PE002212,CL00112,PRO004,1220,2022/12/04,2022/12/19,Alta,CA002
PE002213,CL00162,PRO0012,900,2023/11/11,2023/12/07,Media,CA001
PE002214,CL00388,PRO009,1157,2021/08/24,2021/09/08,Alta,CA002
PE002215,CL00202,PRO0011,1138,2022/11/22,2023/01/11,Crítica,CA002
PE002216,CL00301,PRO003,839,2023/02/15,2023/03/23,Baja,CA002
PE002217,CL00469,PRO0010,396,2023/12/07,2023/12/31,Baja,CA002
PE002218,CL00313,PRO004,388,2021/03/28,2021/04/05,Crítica,CA002
PE002219,CL00469,PRO004,1050,2020/01/05,2020/02/16,Baja,CA001
PE002220,CL00343,PRO006,209,2022/12/03,2023/01/03,Baja,CA001
PE002221,CL00285,PRO0010,702,2021/12/14,2022/01/23,Crítica,CA002
PE002222,CL00297,PRO0011,1234,2020/04/16,2020/05/25,Alta,CA001
PE002223,CL00484,PRO004,1339,2022/06/10,2022/06/27,Baja,CA002
PE002224,CL0025,PRO0011,755,2022/02/18,2022/04/20,Media,CA002
PE002225,CL00273,PRO002,802,2021/06/18,2021/07/15,Media,CA002
PE002226,CL0067,PRO0010,459,2022/05/20,2022/06/09,Crítica,CA002
PE002227,CL00182,PRO0010,625,2022/04/04,2022/05/27,Media,CA002
PE002228,CL00227,PRO0011,994,2023/10/07,2023/11/28,Crítica,CA002
PE002229,CL00417,PRO007,641,2022/06/10,2022/06/19,Media,CA001
PE002230,CL00389,PRO005,437,2023/05/11,2023/06/12,Crítica,CA001
PE002231,CL00480,PRO0012,930,2021/11/08,2021/11/14,Media,CA001
PE002232,CL0072,PRO003,980,2021/02/25,2021/03/31,Baja,CA001
PE002233,CL00494,PRO006,955,2020/11/11,2020/12/20,Media,CA001
PE002234,CL00388,PRO007,1154,2022/10/18,2022/12/11,Crítica,CA002
PE002235,CL00286,PRO0011,217,2021/08/10,2021/08/28,Media,CA001
PE002236,CL00326,PRO007,459,2022/08/21,2022/09/16,Crítica,CA002
PE002237,CL00396,PRO004,1120,2023/03/10,2023/04/23,Media,CA001
PE002238,CL00269,PRO009,841,2021/09/19,2021/10/25,Crítica,CA002
PE002239,CL00312,PRO005,1189,2022/03/28,2022/05/12,Baja,CA001
PE002240,CL00479,PRO004,569,2023/07/24,2023/08/30,Crítica,CA001
PE002241,CL00194,PRO003,584,2021/07/22,2021/08/02,Crítica,CA001
PE002242,CL00427,PRO0011,1278,2020/09/05,2020/10/25,Alta,CA001
PE002243,CL0092,PRO004,364,2023/08/28,2023/09/06,Alta,CA001
PE002244,CL00369,PRO002,1431,2020/06/28,2020/07/04,Alta,CA002
PE002245,CL00132,PRO008,1420,2023/03/06,2023/03/12,Crítica,CA001
PE002246,CL00474,PRO0012,1162,2020/09/20,2020/10/10,Media,CA001
PE002247,CL00126,PRO006,1236,2021/09/27,2021/11/18,Media,CA002
PE002248,CL00408,PRO0012,478,2020/06/16,2020/07/03,Baja,CA002
PE002249,CL00398,PRO0010,331,2023/09/28,2023/10/12,Alta,CA002
PE002250,CL00450,PRO006,506,2023/10/02,2023/11/18,Alta,CA001
PE002251,CL00171,PRO006,611,2020/05/17,2020/07/10,Crítica,CA001
PE002252,CL00348,PRO009,1101,2022/01/27,2022/03/23,Baja,CA002
PE002253,CL00284,PRO003,1208,2022/02/24,2022/04/01,Baja,CA002
PE002254,CL004,PRO0011,1042,2022/08/07,2022/09/07,Alta,CA001
PE002255,CL0024,PRO001,944,2022/11/27,2022/12/12,Baja,CA002
PE002256,CL001,PRO003,1460,2021/02/14,2021/04/08,Crítica,CA002
PE002257,CL0035,PRO005,807,2023/05/19,2023/06/26,Media,CA001
PE002258,CL00430,PRO0012,1419,2021/09/25,2021/10/12,Media,CA001
PE002259,CL00470,PRO003,793,2020/11/14,2020/12/19,Alta,CA002
PE002260,CL00437,PRO007,1433,2021/07/05,2021/09/06,Alta,CA002
PE002261,CL00333,PRO001,692,2020/04/27,2020/05/26,Baja,CA002
PE002262,CL00145,PRO003,1073,2022/04/16,2022/06/13,Alta,CA001
PE002263,CL00426,PRO001,583,2022/10/13,2022/12/07,Crítica,CA002
PE002264,CL0057,PRO004,1209,2021/04/23,2021/05/03,Media,CA001
PE002265,CL00437,PRO002,1224,2022/05/17,2022/06/08,Baja,CA002
PE002266,CL00214,PRO001,1032,2020/10/02,2020/11/14,Media,CA002
PE002267,CL00369,PRO006,572,2022/11/20,2022/12/14,Baja,CA001
PE002268,CL0072,PRO003,520,2021/07/18,2021/09/10,Alta,CA002
PE002269,CL00370,PRO0010,234,2021/06/08,2021/06/25,Baja,CA002
PE002270,CL00313,PRO006,641,2021/09/18,2021/10/11,Crítica,CA002
PE002271,CL00100,PRO008,551,2021/10/25,2021/12/23,Alta,CA001
PE002272,CL006,PRO009,1022,2021/01/07,2021/01/26,Alta,CA002
PE002273,CL00159,PRO006,1145,2020/08/09,2020/09/11,Baja,CA001
PE002274,CL0018,PRO002,508,2022/03/14,2022/05/15,Media,CA002
PE002275,CL00298,PRO0012,707,2021/05/16,2021/06/07,Crítica,CA002
PE002276,CL00450,PRO007,469,2023/10/01,2023/10/16,Baja,CA002
PE002277,CL00171,PRO005,730,2022/11/10,2022/11/19,Media,CA001
PE002278,CL00294,PRO006,699,2022/03/08,2022/04/05,Crítica,CA001
PE002279,CL0022,PRO008,615,2023/07/06,2023/08/17,Media,CA002
PE002280,CL00196,PRO006,897,2023/03/22,2023/05/04,Baja,CA001
PE002281,CL00364,PRO009,1251,2021/07/26,2021/08/03,Alta,CA002
PE002282,CL00287,PRO002,333,2020/01/01,2020/01/15,Crítica,CA002
PE002283,CL00202,PRO0012,278,2021/02/23,2021/04/12,Media,CA001
PE002284,CL00264,PRO008,1085,2021/07/26,2021/09/12,Baja,CA002
PE002285,CL0032,PRO005,621,2021/06/02,2021/06/12,Baja,CA001
PE002286,CL00315,PRO0012,1440,2022/04/05,2022/06/01,Baja,CA001
PE002287,CL00332,PRO007,924,2022/11/24,2022/12/14,Crítica,CA002
PE002288,CL00380,PRO004,979,2020/12/02,2021/01/01,Crítica,CA001
PE002289,CL00353,PRO009,591,2022/10/09,2022/10/28,Media,CA001
PE002290,CL00278,PRO009,1114,2022/03/07,2022/05/02,Alta,CA001
PE002291,CL00367,PRO0011,886,2021/01/28,2021/02/21,Media,CA002
PE002292,CL00206,PRO0010,756,2023/09/24,2023/11/21,Media,CA002
PE002293,CL00289,PRO004,1320,2022/12/25,2023/01/04,Baja,CA001
PE002294,CL00252,PRO001,264,2021/10/25,2021/12/06,Baja,CA002
PE002295,CL00198,PRO002,1433,2023/01/28,2023/03/10,Alta,CA002
PE002296,CL0079,PRO006,202,2020/12/03,2020/12/11,Alta,CA001
PE002297,CL00348,PRO003,1498,2020/12/11,2021/01/25,Baja,CA002
PE002298,CL00414,PRO0010,1062,2022/11/18,2022/12/06,Alta,CA002
PE002299,CL00186,PRO006,1365,2023/06/02,2023/07/07,Baja,CA001
PE002300,CL00284,PRO002,749,2022/05/19,2022/06/03,Baja,CA001
PE002301,CL00278,PRO006,1462,2021/10/02,2021/11/07,Media,CA001
PE002302,CL00207,PRO0012,873,2021/04/19,2021/05/30,Alta,CA001
PE002303,CL00280,PRO006,908,2021/09/25,2021/10/15,Media,CA001
PE002304,CL0069,PRO0012,1005,2021/05/14,2021/06/22,Baja,CA001
PE002305,CL0062,PRO0010,816,2023/01/06,2023/02/20,Media,CA002
PE002306,CL0019,PRO001,671,2022/03/28,2022/04/24,Crítica,CA002
PE002307,CL00452,PRO005,566,2023/11/04,2023/12/21,Alta,CA002
PE002308,CL0059,PRO0011,284,2022/02/27,2022/04/22,Crítica,CA001
PE002309,CL00130,PRO008,642,2021/06/07,2021/07/31,Baja,CA001
PE002310,CL00181,PRO004,1003,2023/07/08,2023/07/29,Media,CA002
PE002311,CL00484,PRO008,1210,2021/06/11,2021/07/12,Baja,CA002
PE002312,CL00127,PRO003,1085,2020/11/18,2020/12/20,Baja,CA002
PE002313,CL00274,PRO008,1082,2022/04/04,2022/06/02,Baja,CA001
PE002314,CL00112,PRO003,1275,2021/01/19,2021/02/17,Baja,CA001
PE002315,CL00182,PRO0011,242,2021/01/03,2021/02/22,Alta,CA001
PE002316,CL00357,PRO003,174,2021/12/19,2022/01/03,Alta,CA002
PE002317,CL0091,PRO0011,1304,2022/09/05,2022/09/26,Media,CA002
PE002318,CL00364,PRO003,1097,2020/06/13,2020/08/04,Baja,CA002
PE002319,CL00411,PRO007,1372,2022/06/21,2022/07/18,Media,CA001
PE002320,CL00399,PRO0012,1342,2023/12/24,2024/01/16,Crítica,CA001
PE002321,CL0068,PRO005,1380,2021/07/07,2021/08/10,Media,CA001
PE002322,CL003,PRO0012,1291,2022/06/12,2022/07/17,Alta,CA002
PE002323,CL0096,PRO007,1417,2022/12/15,2023/02/18,Alta,CA001
PE002324,CL00445,PRO0012,1033,2020/11/11,2021/01/01,Crítica,CA001
PE002325,CL00337,PRO0011,1160,2021/02/23,2021/03/24,Media,CA002
PE002326,CL0077,PRO007,880,2021/02/11,2021/03/07,Alta,CA001
PE002327,CL00133,PRO002,170,2020/11/28,2021/01/16,Baja,CA002
PE002328,CL00397,PRO008,163,2022/10/12,2022/11/09,Media,CA001
PE002329,CL00185,PRO0011,1263,2020/10/13,2020/11/21,Crítica,CA002
PE002330,CL00352,PRO0010,761,2022/09/09,2022/10/24,Media,CA001
PE002331,CL00347,PRO002,788,2022/09/05,2022/10/30,Baja,CA001
PE002332,CL00470,PRO004,206,2020/07/25,2020/09/18,Baja,CA002
PE002333,CL00332,PRO003,1458,2021/07/19,2021/08/03,Crítica,CA002
PE002334,CL00262,PRO007,1235,2021/06/02,2021/06/18,Crítica,CA002
PE002335,CL00213,PRO009,1457,2022/05/13,2022/06/01,Baja,CA002
PE002336,CL0097,PRO0012,406,2020/11/14,2020/11/27,Alta,CA001
PE002337,CL00186,PRO001,720,2020/03/23,2020/05/09,Baja,CA001
PE002338,CL00362,PRO006,1176,2021/02/16,2021/03/19,Crítica,CA001
PE002339,CL00446,PRO003,325,2021/04/23,2021/05/12,Baja,CA001
PE002340,CL00149,PRO004,456,2020/08/01,2020/10/03,Crítica,CA001
PE002341,CL00354,PRO0010,1037,2023/12/16,2024/01/31,Alta,CA002
PE002342,CL00488,PRO007,1278,2022/08/05,2022/08/24,Baja,CA001
PE002343,CL0025,PRO0011,644,2020/09/22,2020/10/13,Alta,CA002
PE002344,CL00246,PRO001,558,2021/10/24,2021/12/28,Media,CA001
PE002345,CL00412,PRO002,964,2021/07/16,2021/07/28,Baja,CA002
PE002346,CL00101,PRO007,802,2021/11/06,2021/12/28,Media,CA001
PE002347,CL0090,PRO0010,642,2023/03/01,2023/03/14,Alta,CA001
PE002348,CL0060,PRO009,491,2021/06/11,2021/08/12,Media,CA002
PE002349,CL00246,PRO005,195,2021/09/15,2021/09/20,Media,CA002
PE002350,CL00399,PRO004,1007,2020/07/22,2020/08/31,Crítica,CA002
PE002351,CL00466,PRO007,1152,2021/12/06,2022/01/10,Baja,CA002
PE002352,CL00122,PRO005,828,2022/04/11,2022/05/30,Alta,CA001
PE002353,CL00351,PRO005,1018,2022/10/26,2022/11/12,Media,CA002
PE002354,CL00387,PRO005,1105,2023/06/16,2023/06/25,Baja,CA001
PE002355,CL00223,PRO005,1210,2020/01/05,2020/01/24,Media,CA002
PE002356,CL0025,PRO009,821,2023/02/09,2023/04/15,Media,CA001
PE002357,CL00440,PRO0011,1235,2021/09/15,2021/11/06,Baja,CA002
PE002358,CL00144,PRO0010,1045,2020/01/24,2020/02/18,Media,CA001
PE002359,CL00198,PRO007,1055,2022/10/05,2022/11/04,Media,CA001
PE002360,CL00377,PRO006,1141,2022/06/11,2022/06/17,Baja,CA001
PE002361,CL00266,PRO0010,576,2022/02/12,2022/03/13,Crítica,CA001
PE002362,CL00215,PRO0010,1416,2023/03/27,2023/04/03,Media,CA002
PE002363,CL00138,PRO0012,803,2020/12/02,2021/02/04,Alta,CA001
PE002364,CL00157,PRO0012,393,2022/06/09,2022/07/10,Baja,CA001
PE002365,CL00238,PRO001,284,2022/12/25,2023/02/01,Crítica,CA001
PE002366,CL00292,PRO0010,1396,2020/07/21,2020/09/01,Baja,CA002
PE002367,CL00231,PRO008,909,2023/09/25,2023/11/08,Crítica,CA002
PE002368,CL00194,PRO0010,1116,2022/06/27,2022/08/03,Media,CA001
PE002369,CL00236,PRO002,392,2020/09/02,2020/09/17,Crítica,CA002
PE002370,CL00451,PRO007,898,2021/06/26,2021/07/12,Baja,CA001
PE002371,CL00334,PRO009,1216,2021/12/09,2021/12/19,Alta,CA002
PE002372,CL00464,PRO006,825,2022/10/28,2022/12/22,Media,CA002
PE002373,CL009,PRO0012,1367,2023/02/10,2023/03/13,Alta,CA002
PE002374,CL00479,PRO009,1212,2022/04/08,2022/04/24,Media,CA001
PE002375,CL0063,PRO003,731,2020/04/15,2020/05/28,Baja,CA001
PE002376,CL00306,PRO0012,893,2023/01/22,2023/02/22,Alta,CA001
PE002377,CL00258,PRO004,171,2020/11/14,2020/11/26,Baja,CA001
PE002378,CL00182,PRO003,1302,2023/01/10,2023/02/16,Crítica,CA002
PE002379,CL00233,PRO001,881,2022/03/03,2022/03/16,Media,CA001
PE002380,CL00320,PRO007,929,2020/09/07,2020/10/10,Crítica,CA002
PE002381,CL00286,PRO009,1320,2021/09/01,2021/09/25,Crítica,CA001
PE002382,CL0085,PRO006,670,2021/10/15,2021/11/01,Baja,CA001
PE002383,CL00375,PRO009,248,2022/10/07,2022/10/18,Crítica,CA002
PE002384,CL00372,PRO008,332,2021/08/14,2021/10/15,Alta,CA001
PE002385,CL00436,PRO005,1264,2023/01/18,2023/02/13,Media,CA001
PE002386,CL00192,PRO002,1374,2020/05/05,2020/06/13,Crítica,CA001
PE002387,CL00199,PRO007,1177,2020/03/23,2020/04/18,Crítica,CA001
PE002388,CL00179,PRO0012,848,2021/10/19,2021/11/22,Media,CA001
PE002389,CL00457,PRO003,899,2021/10/11,2021/11/28,Crítica,CA001
PE002390,CL00211,PRO003,602,2020/05/23,2020/07/15,Media,CA002
PE002391,CL00454,PRO0011,1383,2021/10/23,2021/12/17,Baja,CA001
PE002392,CL00367,PRO005,749,2022/12/09,2023/02/03,Crítica,CA001
PE002393,CL00159,PRO0011,568,2021/10/24,2021/11/12,Crítica,CA001
PE002394,CL0019,PRO0010,1397,2023/01/02,2023/01/25,Baja,CA001
PE002395,CL00461,PRO004,634,2023/04/12,2023/06/03,Baja,CA001
PE002396,CL00289,PRO008,1193,2022/04/07,2022/06/07,Crítica,CA001
PE002397,CL00398,PRO0012,194,2020/03/01,2020/03/26,Media,CA002
PE002398,CL00294,PRO005,832,2022/04/28,2022/05/21,Media,CA002
PE002399,CL0039,PRO0012,1479,2023/02/02,2023/03/03,Crítica,CA002
PE002400,CL00381,PRO001,402,2021/04/06,2021/05/14,Crítica,CA002
PE002401,CL00189,PRO008,951,2022/05/21,2022/06/24,Alta,CA002
PE002402,CL00364,PRO0011,740,2020/03/24,2020/05/08,Alta,CA001
PE002403,CL00290,PRO0011,615,2023/01/21,2023/02/21,Crítica,CA001
PE002404,CL00189,PRO0011,1361,2022/10/11,2022/11/16,Media,CA001
PE002405,CL00281,PRO0012,161,2020/12/28,2021/01/20,Media,CA002
PE002406,CL00244,PRO0010,376,2023/08/03,2023/10/03,Media,CA002
PE002407,CL00425,PRO0011,1075,2023/04/12,2023/04/26,Media,CA001
PE002408,CL00426,PRO0010,1034,2020/05/20,2020/07/17,Alta,CA001
PE002409,CL00166,PRO004,961,2022/11/27,2023/01/15,Alta,CA001
PE002410,CL00123,PRO009,882,2023/03/15,2023/05/19,Crítica,CA001
PE002411,CL0020,PRO0011,515,2023/01/07,2023/03/05,Crítica,CA001
PE002412,CL00139,PRO001,492,2023/02/07,2023/02/16,Alta,CA002
PE002413,CL0045,PRO007,1328,2020/01/10,2020/03/12,Baja,CA002
PE002414,CL00318,PRO0012,427,2022/11/01,2022/11/21,Crítica,CA001
PE002415,CL00447,PRO007,580,2022/10/23,2022/12/16,Alta,CA001
PE002416,CL0013,PRO006,730,2021/12/11,2022/02/03,Media,CA001
PE002417,CL0053,PRO008,493,2022/10/08,2022/10/29,Media,CA002
PE002418,CL009,PRO0012,491,2020/11/13,2021/01/12,Baja,CA002
PE002419,CL00326,PRO004,257,2022/08/23,2022/10/16,Alta,CA001
PE002420,CL00152,PRO005,658,2022/12/02,2022/12/17,Media,CA002
PE002421,CL0053,PRO003,753,2022/02/15,2022/04/17,Media,CA002
PE002422,CL00477,PRO008,855,2021/11/18,2021/11/27,Baja,CA001
PE002423,CL0055,PRO005,224,2021/08/13,2021/08/26,Media,CA002
PE002424,CL00136,PRO008,1268,2022/09/11,2022/10/13,Baja,CA001
PE002425,CL00385,PRO002,431,2023/12/06,2024/02/09,Crítica,CA001
PE002426,CL0071,PRO003,1311,2020/12/12,2021/01/22,Baja,CA002
PE002427,CL00278,PRO006,502,2023/03/07,2023/04/30,Baja,CA002
PE002428,CL00500,PRO0010,211,2023/03/07,2023/03/28,Media,CA002
PE002429,CL00331,PRO009,947,2021/11/25,2022/01/28,Baja,CA002
PE002430,CL00277,PRO004,944,2021/03/22,2021/04/18,Alta,CA001
PE002431,CL0017,PRO0011,315,2022/09/11,2022/11/10,Alta,CA002
PE002432,CL00188,PRO003,554,2020/10/21,2020/12/09,Media,CA002
PE002433,CL0036,PRO004,1459,2023/09/08,2023/09/13,Alta,CA002
PE002434,CL00332,PRO001,1278,2022/11/25,2022/12/20,Crítica,CA002
PE002435,CL00333,PRO0010,827,2022/12/01,2023/01/19,Crítica,CA001
PE002436,CL0034,PRO005,483,2020/01/01,2020/02/13,Alta,CA001
PE002437,CL00268,PRO002,336,2020/07/05,2020/08/07,Crítica,CA002
PE002438,CL00159,PRO007,704,2020/06/01,2020/07/04,Crítica,CA001
PE002439,CL002,PRO005,1243,2023/06/24,2023/07/04,Media,CA002
PE002440,CL00428,PRO0012,1157,2020/01/02,2020/03/03,Alta,CA001
PE002441,CL00465,PRO005,783,2022/09/07,2022/09/22,Crítica,CA001
PE002442,CL00239,PRO009,328,2023/12/08,2023/12/28,Media,CA002
PE002443,CL0046,PRO0012,1195,2021/06/18,2021/07/14,Alta,CA002
PE002444,CL00240,PRO0012,1213,2020/07/14,2020/08/02,Alta,CA001
PE002445,CL00431,PRO0011,566,2023/09/17,2023/11/15,Alta,CA001
PE002446,CL0094,PRO0010,1285,2020/09/23,2020/10/02,Baja,CA001
PE002447,CL00244,PRO008,576,2021/07/20,2021/09/14,Media,CA001
PE002448,CL00487,PRO003,633,2023/09/03,2023/09/18,Baja,CA001
PE002449,CL00299,PRO006,700,2021/12/26,2022/02/12,Alta,CA002
PE002450,CL00202,PRO006,641,2023/12/02,2024/01/23,Alta,CA001
PE002451,CL00467,PRO001,199,2021/12/12,2022/01/05,Crítica,CA001
PE002452,CL00406,PRO006,468,2021/11/08,2021/12/25,Crítica,CA002
PE002453,CL00257,PRO002,932,2023/07/25,2023/09/09,Crítica,CA002
PE002454,CL00313,PRO002,1080,2020/02/16,2020/03/10,Crítica,CA001
PE002455,CL00273,PRO002,1375,2021/10/27,2021/11/04,Crítica,CA001
PE002456,CL00335,PRO009,1214,2020/10/17,2020/12/17,Crítica,CA001
PE002457,CL00161,PRO004,656,2021/07/02,2021/09/04,Crítica,CA001
PE002458,CL0070,PRO0011,1152,2020/01/05,2020/02/19,Baja,CA002
PE002459,CL00234,PRO004,988,2020/12/27,2021/02/14,Crítica,CA002
PE002460,CL00373,PRO003,377,2020/11/07,2020/12/28,Alta,CA002
PE002461,CL00314,PRO006,678,2020/09/17,2020/10/25,Media,CA001
PE002462,CL00169,PRO009,800,2020/05/11,2020/05/30,Media,CA002
PE002463,CL00185,PRO0011,315,2021/02/15,2021/03/28,Baja,CA002
PE002464,CL00454,PRO004,916,2023/05/28,2023/07/20,Media,CA001
PE002465,CL00422,PRO008,337,2021/01/03,2021/02/15,Media,CA002
PE002466,CL0056,PRO006,552,2022/06/25,2022/08/19,Alta,CA002
PE002467,CL00125,PRO008,618,2020/04/20,2020/04/27,Alta,CA001
PE002468,CL00188,PRO005,855,2021/04/23,2021/05/20,Baja,CA001
PE002469,CL0062,PRO002,451,2020/09/07,2020/09/21,Media,CA002
PE002470,CL00366,PRO006,1184,2022/10/01,2022/11/19,Baja,CA002
PE002471,CL00211,PRO0010,834,2020/08/14,2020/09/19,Crítica,CA002
PE002472,CL00259,PRO005,680,2023/07/16,2023/08/21,Baja,CA001
PE002473,CL0031,PRO002,189,2020/03/24,2020/04/19,Alta,CA002
PE002474,CL00213,PRO0010,1242,2021/10/22,2021/12/14,Crítica,CA001
PE002475,CL00301,PRO005,1194,2022/09/17,2022/11/04,Crítica,CA001
PE002476,CL00304,PRO0010,899,2020/11/26,2020/12/17,Baja,CA001
PE002477,CL00194,PRO007,463,2022/02/03,2022/02/11,Baja,CA002
PE002478,CL00232,PRO007,239,2023/01/10,2023/02/02,Crítica,CA001
PE002479,CL00295,PRO007,185,2022/04/28,2022/06/16,Media,CA001
PE002480,CL0083,PRO007,1390,2020/08/18,2020/09/22,Crítica,CA001
PE002481,CL00446,PRO002,562,2023/02/24,2023/03/27,Media,CA002
PE002482,CL00199,PRO005,1293,2021/02/11,2021/03/06,Media,CA002
PE002483,CL00385,PRO006,387,2020/01/16,2020/03/11,Media,CA002
PE002484,CL0028,PRO0010,1223,2020/03/08,2020/03/13,Crítica,CA001
PE002485,CL00158,PRO009,1307,2023/09/09,2023/10/09,Alta,CA002
PE002486,CL00432,PRO003,364,2023/08/10,2023/10/14,Crítica,CA002
PE002487,CL00266,PRO003,1044,2020/08/19,2020/09/12,Baja,CA002
PE002488,CL0078,PRO009,315,2020/12/09,2021/02/11,Baja,CA002
PE002489,CL00427,PRO0011,349,2022/10/22,2022/11/06,Baja,CA001
PE002490,CL00480,PRO0010,1332,2020/07/16,2020/09/15,Media,CA002
PE002491,CL00226,PRO0011,173,2023/04/13,2023/04/23,Alta,CA001
PE002492,CL0060,PRO009,388,2021/08/24,2021/08/30,Media,CA002
PE002493,CL0084,PRO003,266,2020/06/19,2020/08/16,Baja,CA002
PE002494,CL00309,PRO006,212,2023/11/06,2023/12/29,Baja,CA001
PE002495,CL00388,PRO009,1444,2023/12/09,2023/12/20,Media,CA002
PE002496,CL00234,PRO005,344,2020/04/04,2020/05/15,Baja,CA001
PE002497,CL00461,PRO004,222,2021/09/27,2021/11/08,Media,CA002
