ID Venta,ID Pedido,Venta Bruta,Venta Neta
VE002761,PE002761,907136,175866
VE002762,PE002762,106959,38653
VE002763,PE002763,440390,109216
VE002764,PE002764,697446,135214
VE002765,PE002765,216206,78133
VE002766,PE002766,14757,4870
VE002767,PE002767,106985,32804
VE002768,PE002768,118672,36387
VE002769,PE002769,138872,52148
VE002770,PE002770,65528,21626
VE002771,PE002771,33330,22399
VE002772,PE002772,9443,3116
VE002773,PE002773,75308,28279
VE002774,PE002774,55754,18400
VE002775,PE002775,92816,12584
VE002776,PE002776,7081,1829
VE002777,PE002777,584736,145014
VE002778,PE002778,185632,25168
VE002779,PE002779,125573,45380
VE002780,PE002780,10030,2591
VE002781,PE002781,66572,21971
VE002782,PE002782,114467,46906
VE002783,PE002783,98736,42523
VE002784,PE002784,404401,78401
VE002785,PE002785,169211,61150
VE002786,PE002786,272141,117205
VE002787,PE002787,50772,16756
VE002788,PE002788,73764,49572
VE002789,PE002789,11293,3727
VE002790,PE002790,886794,219924
VE002791,PE002791,68956,46341
VE002792,PE002792,156242,56463
VE002793,PE002793,4534,1171
VE002794,PE002794,551323,136727
VE002795,PE002795,424843,57600
VE002796,PE002796,6428,1660
VE002797,PE002797,107160,14529
VE002798,PE002798,203051,83205
VE002799,PE002799,73776,27704
VE002800,PE002800,320395,62115
VE002801,PE002801,3415,882
VE002802,PE002802,82200,30867
VE002803,PE002803,308378,115799
VE002804,PE002804,622828,154460
VE002805,PE002805,32692,10024
VE002806,PE002806,61216,18770
VE002807,PE002807,865410,214620
VE002808,PE002808,303273,113882
VE002809,PE002809,58683,39437
VE002810,PE002810,479608,190735
VE002811,PE002811,108150,44317
VE002812,PE002812,14139,4335
VE002813,PE002813,302073,40955
VE002814,PE002814,59360,19591
VE002815,PE002815,90706,12298
VE002816,PE002816,355605,133533
VE002817,PE002817,103528,42423
VE002818,PE002818,266587,114813
VE002819,PE002819,556895,75504
VE002820,PE002820,71299,9667
VE002821,PE002821,192535,82920
VE002822,PE002822,16892,5575
VE002823,PE002823,50509,15487
VE002824,PE002824,141653,56334
VE002825,PE002825,380112,142736
VE002826,PE002826,55469,18307
VE002827,PE002827,7240,1870
VE002828,PE002828,506715,201515
VE002829,PE002829,160652,69189
VE002830,PE002830,492724,195951
VE002831,PE002831,35961,11026
VE002832,PE002832,5654,1460
VE002833,PE002833,220783,79788
VE002834,PE002834,9143,2362
VE002835,PE002835,313232,60726
VE002836,PE002836,120552,36964
VE002837,PE002837,4357,1125
VE002838,PE002838,342075,128452
VE002839,PE002839,229356,98778
VE002840,PE002840,69562,22958
VE002841,PE002841,432437,58630
VE002842,PE002842,901926,174856
VE002843,PE002843,109389,73513
VE002844,PE002844,28279,8671
VE002845,PE002845,36206,11102
VE002846,PE002846,73641,30176
VE002847,PE002847,102992,37220
VE002848,PE002848,198608,74579
VE002849,PE002849,181438,72156
VE002850,PE002850,955626,236994
VE002851,PE002851,117367,78875
VE002852,PE002852,148402,99732
VE002853,PE002853,3191,824
VE002854,PE002854,15529,4761
VE002855,PE002855,394279,97781
VE002856,PE002856,98262,35510
VE002857,PE002857,10011,2586
VE002858,PE002858,119395,16188
VE002859,PE002859,77816,28121
VE002860,PE002860,38577,11828
VE002861,PE002861,3564,921
VE002862,PE002862,35493,11714
VE002863,PE002863,289008,124469
VE002864,PE002864,43493,29229
VE002865,PE002865,138962,56943
VE002866,PE002866,2221,574
VE002867,PE002867,123705,83134
VE002868,PE002868,5962,1540
VE002869,PE002869,334895,133184
VE002870,PE002870,180228,67677
VE002871,PE002871,729751,180977
VE002872,PE002872,45460,30551
VE002873,PE002873,381133,143119
VE002874,PE002874,84117,34469
VE002875,PE002875,25336,7769
VE002876,PE002876,67854,22394
VE002877,PE002877,534535,72472
VE002878,PE002878,61522,23102
VE002879,PE002879,423015,104907
VE002880,PE002880,30211,10918
VE002881,PE002881,409219,162742
VE002882,PE002882,212479,84501
VE002883,PE002883,20451,6749
VE002884,PE002884,120661,16359
VE002885,PE002885,67711,22347
VE002886,PE002886,107226,43938
VE002887,PE002887,42887,16104
VE002888,PE002888,100993,40164
VE002889,PE002889,138676,93195
VE002890,PE002890,315526,118483
VE002891,PE002891,270010,36608
VE002892,PE002892,547016,106050
VE002893,PE002893,292034,72424
VE002894,PE002894,677626,168050
VE002895,PE002895,21740,6666
VE002896,PE002896,14662,4839
VE002897,PE002897,55081,19906
VE002898,PE002898,157763,59241
VE002899,PE002899,220760,42799
VE002900,PE002900,56773,24451
VE002901,PE002901,161953,108838
VE002902,PE002902,197317,38254
VE002903,PE002903,296208,127570
VE002904,PE002904,455760,113028
VE002905,PE002905,62288,23390
VE002906,PE002906,319793,43358
VE002907,PE002907,640935,254893
VE002908,PE002908,99302,30448
VE002909,PE002909,439567,85219
VE002910,PE002910,168079,68875
VE002911,PE002911,99057,30373
VE002912,PE002912,4226,1092
VE002913,PE002913,595904,236985
VE002914,PE002914,191640,69256
VE002915,PE002915,9675,2499
VE002916,PE002916,97913,42169
VE002917,PE002917,315526,118483
VE002918,PE002918,264942,114104
VE002919,PE002919,129682,48697
VE002920,PE002920,206358,82067
VE002921,PE002921,483106,192126
VE002922,PE002922,270852,101707
VE002923,PE002923,158380,39278
VE002924,PE002924,43398,16296
VE002925,PE002925,122016,49999
VE002926,PE002926,82690,11211
VE002927,PE002927,214143,87751
VE002928,PE002928,448891,60861
VE002929,PE002929,67924,9209
VE002930,PE002930,151133,61931
VE002931,PE002931,291104,39468
VE002932,PE002932,111379,15101
VE002933,PE002933,19122,6311
VE002934,PE002934,392358,53196
VE002935,PE002935,95363,34463
VE002936,PE002936,27976,18801
VE002937,PE002937,26036,10669
VE002938,PE002938,2379,615
VE002939,PE002939,284689,122609
VE002940,PE002940,918857,178139
VE002941,PE002941,516410,100116
VE002942,PE002942,551991,136893
VE002943,PE002943,429698,106564
VE002944,PE002944,462120,183781
VE002945,PE002945,631674,122463
VE002946,PE002946,40665,13421
VE002947,PE002947,32706,14086
VE002948,PE002948,194116,79544
VE002949,PE002949,162850,22079
VE002950,PE002950,78572,52803
VE002951,PE002951,80158,30100
VE002952,PE002952,241080,103827
VE002953,PE002953,10459,2702
VE002954,PE002954,59120,39731
VE002955,PE002955,76137,27515
VE002956,PE002956,56987,18808
VE002957,PE002957,2948,762
VE002958,PE002958,31890,13068
VE002959,PE002959,125559,51451
VE002960,PE002960,294768,126949
VE002961,PE002961,50199,18141
VE002962,PE002962,75636,30080
VE002963,PE002963,141080,94811
VE002964,PE002964,189802,77776
VE002965,PE002965,81086,54492
VE002966,PE002966,7361,1901
VE002967,PE002967,27159,9815
VE002968,PE002968,382550,152136
VE002969,PE002969,41282,13624
VE002970,PE002970,20404,6734
VE002971,PE002971,101509,31125
VE002972,PE002972,147281,60352
VE002973,PE002973,78951,24208
VE002974,PE002974,617326,245504
VE002975,PE002975,12505,3834
VE002976,PE002976,119816,36738
VE002977,PE002977,113752,48990
VE002978,PE002978,63164,42448
VE002979,PE002979,33568,12131
VE002980,PE002980,5337,1379
VE002981,PE002981,64584,43403
VE002982,PE002982,633940,252112
VE002983,PE002983,904838,224398
VE002984,PE002984,215162,92665
VE002985,PE002985,821304,203682
VE002986,PE002986,115728,77773
VE002987,PE002987,188010,80971
VE002988,PE002988,71187,21827
VE002989,PE002989,112310,46022
VE002990,PE002990,649256,125871
VE002991,PE002991,25025,16818
VE002992,PE002992,151395,65202
VE002993,PE002993,382919,94963
VE002994,PE002994,955976,185335
VE002995,PE002995,577146,78250
VE002996,PE002996,69277,22864
VE002997,PE002997,44983,14846
VE002998,PE002998,187368,67712
VE002999,PE002999,46786,15441
VE003000,PE003000,442984,60060
VE003001,PE003001,290260,39354
VE003002,PE003002,90785,32808
VE003003,PE003003,136381,91653
VE003004,PE003004,514706,69784
VE003005,PE003005,387717,52567
VE003006,PE003006,287363,123760
VE003007,PE003007,10272,2653
VE003008,PE003008,112002,45896
VE003009,PE003009,584974,232638
VE003010,PE003010,81756,32514
VE003011,PE003011,359028,48677
VE003012,PE003012,612137,118675
VE003013,PE003013,96613,13099
VE003014,PE003014,68565,22629
VE003015,PE003015,89413,27416
VE003016,PE003016,656420,127260
VE003017,PE003017,51899,15913
VE003018,PE003018,128151,55192
VE003019,PE003019,87814,35984
VE003020,PE003020,72495,22228
VE003021,PE003021,261135,50626
VE003022,PE003022,100364,30774
VE003023,PE003023,66810,22049
VE003024,PE003024,100119,39816
VE003025,PE003025,142139,61216
VE003026,PE003026,147856,99364
VE003027,PE003027,18743,6186
VE003028,PE003028,72565,9838
VE003029,PE003029,718936,139380
VE003030,PE003030,207981,85225
VE003031,PE003031,188163,25511
VE003032,PE003032,252712,34263
VE003033,PE003033,30812,12626
VE003034,PE003034,161455,66160
VE003035,PE003035,316533,125882
VE003036,PE003036,368997,146746
VE003037,PE003037,90284,12241
VE003038,PE003038,275844,118799
VE003039,PE003039,920208,228210
VE003040,PE003040,461775,114519
VE003041,PE003041,157043,38947
VE003042,PE003042,30077,9222
VE003043,PE003043,6634,1714
VE003044,PE003044,52225,16013
VE003045,PE003045,84801,56989
VE003046,PE003046,55331,16966
VE003047,PE003047,270853,36722
VE003048,PE003048,189308,75286
VE003049,PE003049,502083,97339
VE003050,PE003050,47318,31800
VE003051,PE003051,138592,55117
VE003052,PE003052,242587,32890
VE003053,PE003053,332885,125001
VE003054,PE003054,11815,3899
VE003055,PE003055,130951,53660
VE003056,PE003056,148460,53651
VE003057,PE003057,545082,73902
VE003058,PE003058,248762,48228
VE003059,PE003059,159549,107222
VE003060,PE003060,205159,50879
VE003061,PE003061,12306,3179
VE003062,PE003062,192575,78912
VE003063,PE003063,36299,11980
VE003064,PE003064,375482,50908
VE003065,PE003065,253238,95093
VE003066,PE003066,52945,19134
VE003067,PE003067,508595,98601
VE003068,PE003068,508799,68983
VE003069,PE003069,6559,1694
VE003070,PE003070,46881,31506
VE003071,PE003071,403536,160482
VE003072,PE003072,212510,52702
VE003073,PE003073,20596,6315
VE003074,PE003074,775193,192247
VE003075,PE003075,48874,16130
VE003076,PE003076,113062,40859
VE003077,PE003077,104145,42676
VE003078,PE003078,29448,10642
VE003079,PE003079,415777,165350
VE003080,PE003080,274562,109190
VE003081,PE003081,156052,104872
VE003082,PE003082,50346,15437
VE003083,PE003083,202779,73281
VE003084,PE003084,78262,32070
VE003085,PE003085,63203,20859
VE003086,PE003086,282666,38324
VE003087,PE003087,616813,152969
VE003088,PE003088,69952,27819
VE003089,PE003089,70813,47589
VE003090,PE003090,40980,16793
VE003091,PE003091,909515,225559
VE003092,PE003092,803593,155792
VE003093,PE003093,574044,142362
VE003094,PE003094,78417,32133
VE003095,PE003095,51689,34737
VE003096,PE003096,49822,16443
VE003097,PE003097,31548,9673
VE003098,PE003098,184788,25054
VE003099,PE003099,8313,2147
VE003100,PE003100,1446,374
VE003101,PE003101,305053,131379
VE003102,PE003102,184366,24996
VE003103,PE003103,208168,89653
VE003104,PE003104,84378,11440
VE003105,PE003105,8975,2318
VE003106,PE003106,28185,9302
VE003107,PE003107,341309,128165
VE003108,PE003108,629720,122084
VE003109,PE003109,287184,55676
VE003110,PE003110,25500,7819
VE003111,PE003111,103062,31601
VE003112,PE003112,452266,61318
VE003113,PE003113,52659,22679
VE003114,PE003114,574192,77849
VE003115,PE003115,843357,209151
VE003116,PE003116,219482,94526
VE003117,PE003117,5850,1511
VE003118,PE003118,108790,39315
VE003119,PE003119,107969,72559
VE003120,PE003120,100793,43409
VE003121,PE003121,494877,67096
VE003122,PE003122,21822,6691
VE003123,PE003123,569130,77163
VE003124,PE003124,238790,32375
VE003125,PE003125,133508,48248
VE003126,PE003126,436326,173522
VE003127,PE003127,185950,76198
VE003128,PE003128,819873,158949
VE003129,PE003129,268850,115787
VE003130,PE003130,73966,22679
VE003131,PE003131,405053,78528
VE003132,PE003132,61379,18820
VE003133,PE003133,388139,52624
VE003134,PE003134,358166,69438
VE003135,PE003135,634377,252285
VE003136,PE003136,75940,10296
VE003137,PE003137,188741,68208
VE003138,PE003138,135452,26260
VE003139,PE003139,300859,58328
VE003140,PE003140,56940,18792
VE003141,PE003141,3881,1003
VE003142,PE003142,930232,230696
VE003143,PE003143,181875,72330
VE003144,PE003144,826385,160211
VE003145,PE003145,52072,21338
VE003146,PE003146,409219,162742
VE003147,PE003147,532039,103146
VE003148,PE003148,773857,191915
VE003149,PE003149,45602,18686
VE003150,PE003150,256302,110383
VE003151,PE003151,276872,119242
VE003152,PE003152,11980,3094
VE003153,PE003153,95033,40929
VE003154,PE003154,827688,160464
VE003155,PE003155,4143,1070
VE003156,PE003156,111848,45832
VE003157,PE003157,207085,40148
VE003158,PE003158,145256,52493
VE003159,PE003159,5169,1335
VE003160,PE003160,11970,3092
VE003161,PE003161,183484,79022
VE003162,PE003162,737770,182966
VE003163,PE003163,48302,14810
VE003164,PE003164,871970,169049
VE003165,PE003165,898823,222907
VE003166,PE003166,336714,126439
VE003167,PE003167,828339,160590
VE003168,PE003168,186104,76261
VE003169,PE003169,323443,80213
VE003170,PE003170,140425,94370
VE003171,PE003171,13454,3475
VE003172,PE003172,11009,2844
VE003173,PE003173,313232,60726
VE003174,PE003174,354569,141009
VE003175,PE003175,225236,92296
VE003176,PE003176,103785,14071
VE003177,PE003177,32855,10074
VE003178,PE003178,391936,53139
VE003179,PE003179,165803,22480
VE003180,PE003180,677910,131426
VE003181,PE003181,152383,29542
VE003182,PE003182,11140,2878
VE003183,PE003183,643544,159598
VE003184,PE003184,203232,87527
VE003185,PE003185,243137,104713
VE003186,PE003186,55232,18228
VE003187,PE003187,724146,140390
VE003188,PE003188,113441,34783
VE003189,PE003189,30196,12373
VE003190,PE003190,147076,63342
VE003191,PE003191,82944,55741
VE003192,PE003192,169966,32951
VE003193,PE003193,15896,5246
VE003194,PE003194,52072,21338
VE003195,PE003195,252217,94710
VE003196,PE003196,73265,27512
VE003197,PE003197,36937,24823
VE003198,PE003198,121287,37189
VE003199,PE003199,201161,75538
VE003200,PE003200,212086,76645
VE003201,PE003201,71995,31006
VE003202,PE003202,518082,206036
VE003203,PE003203,209676,85920
VE003204,PE003204,950280,235668
VE003205,PE003205,5925,1530
VE003206,PE003206,413518,80169
VE003207,PE003207,10552,2726
VE003208,PE003208,48304,15942
VE003209,PE003209,12147,4009
VE003210,PE003210,110612,43989
VE003211,PE003211,6232,1610
VE003212,PE003212,240052,103385
VE003213,PE003213,193680,77024
VE003214,PE003214,534957,72530
VE003215,PE003215,27617,9980
VE003216,PE003216,164074,67233
VE003217,PE003217,130151,47034
VE003218,PE003218,884994,171574
VE003219,PE003219,725741,179983
VE003220,PE003220,15447,4736
VE003221,PE003221,348169,86345
VE003222,PE003222,130959,49176
VE003223,PE003223,187598,80794
VE003224,PE003224,269315,107104
VE003225,PE003225,251446,34091
VE003226,PE003226,62112,20499
VE003227,PE003227,204877,88236
VE003228,PE003228,237155,89054
VE003229,PE003229,19692,6499
VE003230,PE003230,40522,13374
VE003231,PE003231,380123,51537
VE003232,PE003232,520190,70528
VE003233,PE003233,37913,12512
VE003234,PE003234,122293,30329
VE003235,PE003235,16720,11236
VE003236,PE003236,92997,62497
VE003237,PE003237,940256,233182
VE003238,PE003238,47545,15691
VE003239,PE003239,115192,49610
VE003240,PE003240,98133,65949
VE003241,PE003241,257511,102409
VE003242,PE003242,216519,53697
VE003243,PE003243,194424,79670
VE003244,PE003244,330523,131446
VE003245,PE003245,101412,68152
VE003246,PE003246,445938,60460
VE003247,PE003247,95948,64480
VE003248,PE003248,20351,6240
VE003249,PE003249,139467,55465
VE003250,PE003250,51490,15788
VE003251,PE003251,57596,24805
VE003252,PE003252,5551,1434
VE003253,PE003253,597160,115771
VE003254,PE003254,7545,2490
VE003255,PE003255,171007,70074
VE003256,PE003256,57035,18823
VE003257,PE003257,500362,67839
VE003258,PE003258,12669,4181
VE003259,PE003259,32693,10790
VE003260,PE003260,285658,107267
VE003261,PE003261,154332,61376
VE003262,PE003262,90508,38980
VE003263,PE003263,176909,66431
VE003264,PE003264,645349,125114
VE003265,PE003265,813953,201859
VE003266,PE003266,158988,57456
VE003267,PE003267,972908,188618
VE003268,PE003268,45362,14971
VE003269,PE003269,355653,48220
VE003270,PE003270,185950,76198
VE003271,PE003271,119653,36688
VE003272,PE003272,11840,3058
VE003273,PE003273,256087,34720
VE003274,PE003274,86360,31209
VE003275,PE003275,29182,9631
VE003276,PE003276,190478,82034
VE003277,PE003277,537957,133413
VE003278,PE003278,319744,61989
VE003279,PE003279,615538,83455
VE003280,PE003280,640871,158935
VE003281,PE003281,12316,3181
VE003282,PE003282,55842,37528
VE003283,PE003283,93762,63012
VE003284,PE003284,348169,86345
VE003285,PE003285,580058,143854
VE003286,PE003286,581364,78822
VE003287,PE003287,212510,52702
VE003288,PE003288,283616,106500
VE003289,PE003289,38450,13895
VE003290,PE003290,227916,98158
VE003291,PE003291,73024,31449
VE003292,PE003292,160740,21793
VE003293,PE003293,27870,8545
VE003294,PE003294,124963,45160
VE003295,PE003295,442823,85850
VE003296,PE003296,215530,88319
VE003297,PE003297,93561,37208
VE003298,PE003298,40980,16793
VE003299,PE003299,461548,62577
VE003300,PE003300,30083,9928
VE003301,PE003301,57065,20622
VE003302,PE003302,29799,9834
VE003303,PE003303,96496,36235
VE003304,PE003304,44603,14720
VE003305,PE003305,99554,66904
VE003306,PE003306,531160,72015
VE003307,PE003307,13855,4573
VE003308,PE003308,162718,109352
VE003309,PE003309,50706,34076
VE003310,PE003310,41282,13624
VE003311,PE003311,3461,894
VE003312,PE003312,87816,32976
VE003313,PE003313,75927,23281
VE003314,PE003314,545188,216816
VE003315,PE003315,297432,40326
VE003316,PE003316,111028,74615
VE003317,PE003317,2575,665
VE003318,PE003318,6074,1569
VE003319,PE003319,110926,40087
VE003320,PE003320,51910,17132
VE003321,PE003321,71584,30829
VE003322,PE003322,312750,77562
VE003323,PE003323,334559,45360
VE003324,PE003324,173397,23509
VE003325,PE003325,17035,5622
VE003326,PE003326,69271,25034
VE003327,PE003327,191116,25912
VE003328,PE003328,257125,110738
VE003329,PE003329,79228,53244
VE003330,PE003330,8640,2232
VE003331,PE003331,434577,172827
VE003332,PE003332,170320,73353
VE003333,PE003333,280369,120748
VE003334,PE003334,13351,3449
VE003335,PE003335,115897,43520
VE003336,PE003336,524875,101758
VE003337,PE003337,290764,109185
VE003338,PE003338,111284,47927
VE003339,PE003339,559848,75904
VE003340,PE003340,11877,3068
VE003341,PE003341,320632,120400
VE003342,PE003342,315658,125534
VE003343,PE003343,14140,4667
VE003344,PE003344,272552,117382
VE003345,PE003345,8472,2188
VE003346,PE003346,30058,10863
VE003347,PE003347,363313,144486
VE003348,PE003348,104491,41555
VE003349,PE003349,182869,74935
VE003350,PE003350,150588,101200
VE003351,PE003351,11435,3774
VE003352,PE003352,86659,58238
VE003353,PE003353,328230,44502
VE003354,PE003354,25860,8535
VE003355,PE003355,116956,35861
VE003356,PE003356,201549,80154
VE003357,PE003357,107416,38819
VE003358,PE003358,58079,19168
VE003359,PE003359,7903,2041
VE003360,PE003360,576717,143025
VE003361,PE003361,380967,51652
VE003362,PE003362,761160,188766
VE003363,PE003363,11159,2882
VE003364,PE003364,6354,1641
VE003365,PE003365,45360,13908
VE003366,PE003366,284483,122520
VE003367,PE003367,247260,61320
VE003368,PE003368,373563,92643
VE003369,PE003369,62290,41861
VE003370,PE003370,322674,121167
VE003371,PE003371,696795,135088
VE003372,PE003372,776242,150490
VE003373,PE003373,151880,20592
VE003374,PE003374,181265,65506
VE003375,PE003375,50686,20770
VE003376,PE003376,187979,67932
VE003377,PE003377,65466,20073
VE003378,PE003378,697674,173022
VE003379,PE003379,273687,108843
VE003380,PE003380,84591,25937
VE003381,PE003381,120474,23356
VE003382,PE003382,81523,54786
VE003383,PE003383,103270,69401
VE003384,PE003384,429062,58172
VE003385,PE003385,13538,3497
VE003386,PE003386,43056,28935
VE003387,PE003387,95052,29145
VE003388,PE003388,27046,8926
VE003389,PE003389,22402,15055
VE003390,PE003390,541254,215251
VE003391,PE003391,237995,102499
VE003392,PE003392,432015,58573
VE003393,PE003393,151381,56845
VE003394,PE003394,13528,3494
VE003395,PE003395,168542,69064
VE003396,PE003396,55997,20236
VE003397,PE003397,194712,37749
VE003398,PE003398,48067,15864
VE003399,PE003399,420624,57028
VE003400,PE003400,829323,205671
VE003401,PE003401,405640,100598
VE003402,PE003402,252018,48859
VE003403,PE003403,763164,189264
VE003404,PE003404,61710,26577
VE003405,PE003405,364029,136696
VE003406,PE003406,112834,42370
VE003407,PE003407,848527,164504
VE003408,PE003408,304025,130936
VE003409,PE003409,36860,11302
VE003410,PE003410,575458,78021
VE003411,PE003411,59745,18319
VE003412,PE003412,165932,62309
VE003413,PE003413,549621,106555
VE003414,PE003414,107721,38929
VE003415,PE003415,933573,231525
VE003416,PE003416,143266,96280
VE003417,PE003417,837456,162358
VE003418,PE003418,247622,92984
VE003419,PE003419,12484,3225
VE003420,PE003420,283510,38438
VE003421,PE003421,23630,7799
VE003422,PE003422,107226,43938
VE003423,PE003423,6764,1747
VE003424,PE003424,289214,124558
VE003425,PE003425,323590,43872
VE003426,PE003426,73067,22404
VE003427,PE003427,27046,8926
VE003428,PE003428,881087,170816
VE003429,PE003429,121776,23609
VE003430,PE003430,846030,209814
VE003431,PE003431,90484,60808
VE003432,PE003432,104800,70429
VE003433,PE003433,8864,2290
VE003434,PE003434,281809,121368
VE003435,PE003435,106220,71384
VE003436,PE003436,264506,105191
VE003437,PE003437,30976,9498
VE003438,PE003438,65131,43770
VE003439,PE003439,327269,122893
VE003440,PE003440,85326,26163
VE003441,PE003441,34330,12406
VE003442,PE003442,320887,120496
VE003443,PE003443,56557,17342
VE003444,PE003444,67394,25307
VE003445,PE003445,97499,35234
VE003446,PE003446,9917,3273
VE003447,PE003447,132882,57229
VE003448,PE003448,43180,15605
VE003449,PE003449,145254,54544
VE003450,PE003450,289998,108897
VE003451,PE003451,33549,22546
VE003452,PE003452,239586,95281
VE003453,PE003453,86208,31154
VE003454,PE003454,287569,123849
VE003455,PE003455,27046,8926
VE003456,PE003456,429147,83199
VE003457,PE003457,374638,50794
VE003458,PE003458,217121,78464
VE003459,PE003459,637000,253329
VE003460,PE003460,6214,1605
VE003461,PE003461,417526,166046
VE003462,PE003462,64257,43183
VE003463,PE003463,6037,1559
VE003464,PE003464,244855,47470
VE003465,PE003465,24187,9911
VE003466,PE003466,163513,65027
VE003467,PE003467,132029,54102
VE003468,PE003468,40475,13358
VE003469,PE003469,11336,2928
VE003470,PE003470,70036,23114
VE003471,PE003471,245812,105865
VE003472,PE003472,92282,37815
VE003473,PE003473,14852,4902
VE003474,PE003474,151054,54589
VE003475,PE003475,28039,11490
VE003476,PE003476,578274,112110
VE003477,PE003477,58081,23800
VE003478,PE003478,19122,6311
VE003479,PE003479,57129,17517
VE003480,PE003480,211781,76534
VE003481,PE003481,29833,20049
VE003482,PE003482,94709,35564
VE003483,PE003483,198500,85489
VE003484,PE003484,481244,93299
VE003485,PE003485,106918,43812
VE003486,PE003486,125301,16988
VE003487,PE003487,28685,10366
VE003488,PE003488,9153,2364
VE003489,PE003489,681166,132058
VE003490,PE003490,4031,1041
VE003491,PE003491,223115,83782
VE003492,PE003492,34022,11228
VE003493,PE003493,170617,33078
VE003494,PE003494,150596,54423
VE003495,PE003495,243027,91259
VE003496,PE003496,20973,6922
VE003497,PE003497,145220,28154
VE003498,PE003498,639186,254198
VE003499,PE003499,2370,612
VE003500,PE003500,215368,92754
VE003501,PE003501,90785,32808
VE003502,PE003502,696795,135088
VE003503,PE003503,20841,6390
VE003504,PE003504,93943,35276
VE003505,PE003505,270903,52520
VE003506,PE003506,82966,31155
VE003507,PE003507,22349,7376
VE003508,PE003508,3704,957
VE003509,PE003509,119923,51648
VE003510,PE003510,222156,80284
VE003511,PE003511,24437,7493
VE003512,PE003512,236900,88958
VE003513,PE003513,586073,145345
VE003514,PE003514,141333,19162
VE003515,PE003515,87816,32976
VE003516,PE003516,443063,109879
VE003517,PE003517,385516,74740
VE003518,PE003518,58851,24116
VE003519,PE003519,370411,139093
VE003520,PE003520,127420,85631
VE003521,PE003521,80223,34550
VE003522,PE003522,25990,7969
VE003523,PE003523,67182,20599
VE003524,PE003524,117170,46597
VE003525,PE003525,80867,54346
VE003526,PE003526,69691,26170
VE003527,PE003527,77549,33398
VE003528,PE003528,218765,89645
VE003529,PE003529,22871,7548
VE003530,PE003530,119165,43064
VE003531,PE003531,51572,15813
VE003532,PE003532,55374,18275
VE003533,PE003533,63251,20875
VE003534,PE003534,206522,77551
VE003535,PE003535,13894,4260
VE003536,PE003536,543109,105292
VE003537,PE003537,865410,214620
VE003538,PE003538,380958,73856
VE003539,PE003539,301741,113307
VE003540,PE003540,121003,45438
VE003541,PE003541,46501,15347
VE003542,PE003542,147693,63608
VE003543,PE003543,410986,101924
VE003544,PE003544,184788,25054
VE003545,PE003545,320468,127447
VE003546,PE003546,153034,29669
VE003547,PE003547,644433,256284
VE003548,PE003548,193624,69973
VE003549,PE003549,688329,133446
VE003550,PE003550,138239,92902
VE003551,PE003551,153146,20764
VE003552,PE003552,139763,50508
VE003553,PE003553,62240,25505
VE003554,PE003554,56061,37675
VE003555,PE003555,308634,115895
VE003556,PE003556,72890,48984
VE003557,PE003557,936915,232353
VE003558,PE003558,6643,1716
VE003559,PE003559,78951,24208
VE003560,PE003560,274404,118179
VE003561,PE003561,38547,14475
VE003562,PE003562,293534,126418
VE003563,PE003563,110113,14929
VE003564,PE003564,48826,16114
VE003565,PE003565,44677,18308
VE003566,PE003566,22312,6841
VE003567,PE003567,36288,11127
VE003568,PE003568,3471,897
VE003569,PE003569,213925,80331
VE003570,PE003570,67470,29058
VE003571,PE003571,427375,57944
VE003572,PE003572,39058,14667
VE003573,PE003573,137405,26639
VE003574,PE003574,16370,5403
VE003575,PE003575,91125,39245
VE003576,PE003576,190619,75807
VE003577,PE003577,20404,6734
VE003578,PE003578,702004,136098
VE003579,PE003579,610184,118296
VE003580,PE003580,71175,23490
VE003581,PE003581,59506,21505
VE003582,PE003582,222094,83398
VE003583,PE003583,5738,1482
VE003584,PE003584,333906,125385
VE003585,PE003585,249265,61817
VE003586,PE003586,60262,19888
VE003587,PE003587,13836,3574
VE003588,PE003588,36203,15592
VE003589,PE003589,8014,2070
VE003590,PE003590,17408,5338
VE003591,PE003591,27461,8420
VE003592,PE003592,382260,74109
VE003593,PE003593,33585,13762
VE003594,PE003594,366327,137559
VE003595,PE003595,180126,71634
VE003596,PE003596,889467,220587
VE003597,PE003597,50392,16631
VE003598,PE003598,157712,39112
VE003599,PE003599,303464,58833
VE003600,PE003600,485832,120486
VE003601,PE003601,496659,197516
VE003602,PE003602,99061,40593
VE003603,PE003603,104517,37771
VE003604,PE003604,58743,21229
VE003605,PE003605,85774,32209
VE003606,PE003606,644047,124861
VE003607,PE003607,277415,53782
VE003608,PE003608,531581,72072
VE003609,PE003609,19015,12779
VE003610,PE003610,466266,90395
VE003611,PE003611,71269,21852
VE003612,PE003612,112223,15215
VE003613,PE003613,81478,29445
VE003614,PE003614,229973,99044
VE003615,PE003615,237040,45955
VE003616,PE003616,205159,50879
VE003617,PE003617,15753,5199
VE003618,PE003618,596778,237333
VE003619,PE003619,105128,37991
VE003620,PE003620,60432,40612
VE003621,PE003621,96613,13099
VE003622,PE003622,376283,141298
VE003623,PE003623,66528,20399
VE003624,PE003624,828339,160590
VE003625,PE003625,307868,115607
VE003626,PE003626,13594,3511
VE003627,PE003627,148927,64139
VE003628,PE003628,894111,173341
VE003629,PE003629,414821,80421
VE003630,PE003630,152275,55030
VE003631,PE003631,368732,49993
VE003632,PE003632,106962,40165
VE003633,PE003633,58682,17993
VE003634,PE003634,181945,74557
